nar_adc_id	canonical_name	phase_bucket	drug_status	brand_name	synonyms	development_codes	antigen_name	payload_moa_target	antibody_name	payload_name	linker_name	indications	companies	reference_count	reference_dois	nct_ids
DRG0QMIBK	FOR-46	Phase2	Phase 2		Anti-CD46 antibody drug conjugate; FOR 46; FOR-46; FOR46; FG-3246; FG 3246; FG3246		Membrane cofactor protein (CD46)	Microtubule (MT)	Anti-CD46 fully human Anti-ody	Monomethyl auristatin E	Mc-Val-Cit-PABC	Prostate cancer; Phase 2 Clinical Trial Multiple myeloma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.7 3D	University of California San Diego; Fortis Therapeutics, Inc	3		NCT03575819; NCT03650491; NCT05011188
DRG0QNWFH	CBP-1609	Investigative	Investigative		CBP1609; CBP 1609		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Antibody Name: Undisclosed	Coherent Biopharma Suzhou Co. Ltd	0		
DRG0QODVX	16A5-MCC-DM1	Phase1	Phase 1						MBH-1309	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)			0		
DRG0QOWCK	NV101	Investigative	Investigative		BV101; NV 101; anti-CD99-doxorubicin ADC (Nanovalent); Dox-anti-CD99; NV-101		CD99 antigen (CD99)	DNA topoisomerase 2-alpha (TOP2A)	Undisclosed	Doxorubicin	Undisclosed	Ewing sarcoma Clinical candidate 3D	NanoValent Pharmaceuticals, Inc	0		
DRG0QQETS	BDB-101	Investigative	Investigative		BDB101; BDB 101		Programmed cell death 1 ligand 1 (CD274)	Toll-like receptor 7 (TLR7); Toll-like receptor 8 (TLR8)	Undisclosed	TLR7/8 agonist	Undisclosed	Solid tumors Clinical candidate	Seven And Eight Biopharmaceuticals Inc	0		
DRG0QQSDO	SGN-PDL1V	Phase3	Phase 3		PF-08046054; SGN PDL1V; SGN-PDL1V; SGNPDL1V		Programmed cell death 1 ligand 1 (CD274)	Microtubule (MT)	Humanized Anti-PD-L1 SGN-PDL1V mAb	Monomethyl auristatin E	Mc-Val-Cit-PABC	Lung cancer; Phase 3 Clinical Trial Breast cancer; Phase 1 Clinical Trial Gastric cancer; Phase 1 Clinical Trial Head and neck cancer; Phase 1 Clinical Trial Melanoma; Phase 1 Clinical Trial Oesophageal cancer; Phase 1 Clinical Trial Ovarian cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Seagen Inc	1		NCT05208762
DRG0QQUXG	SMP-656	Phase1	Phase 1		SMP 656; SMP-656; SMP656		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT) Conjugate Type Random Cysteines	Undisclosed	Eribulin		Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Xiling Lab Pharmaceutical Co., Ltd	0		
DRG0QRDUT	AGS-16C3F	Phase2	Phase 2 (Terminated)		AGS 16C3F; AGS-16C3F; AGS-16F; AGS-16M8F; AGS16C3F; Anti-ENPP3-MMAF		Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (ENPP3)	Microtubule (MT)	Anti-ENPP3 AGS-16C3F mAb	Monomethyl auristatin F	Maleimido-caproyl	Kidney cancer; Phase 2 Clinical Trial Drug-to-Antibody Ratio 4 3D	Agensys, Inc; Astellas Pharma, Inc	3		NCT01672775; NCT02639182
DRG0QRLPU	LCB17-0877	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed			0		
DRG0QRTNX	BioLink018	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed			0		
DRG0QTTET	BSA01	Investigative	Investigative		BSA 01; BSA-01		Epidermal growth factor receptor (EGFR); Mucin-1 (MUC1)	Microtubule (MT)	Undisclosed	Monomethyl auristatin E	Undisclosed	Gastric cancer Clinical candidate Non-small cell lung cancer Clinical candidate Pancreatic cancer Clinical candidate Dru	Biocytogen Pharmaceuticals (Beijing) Co., Ltd	0		
DRG0QTTWI	Praluzatamab ravtansine	Phase2	Phase 2		Anti-CD166-DM4-CX-2009; Anti-cd166 probody-drug conjugate cx-2009; CD166 Probody Drug Conjugate; CD166 probody drug conjugate; CX-2009; Praluzatamab ravtansine		CD166 antigen (ALCAM)	Microtubule (MT)	Praluzatamab	Mertansine DM4	N-succinimidyl 4-(2-pyridyldithio) butanoate (SPDB)	Breast cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 3.5 3D	ImmunoGen, Inc; CytomX Therapeutics, Inc	1		NCT03149549
DRG0QWZIT	Polatuzumab vedotin	Approved	Approved (FDA): Jun, 2019	Polivy	Polatuzumab vedotin-piic; DCDS4501A; DCDS4501S; FCU-2711; RG-7596; RO-5541077-000; RO5541077; 1313206-42-6; anti-CD79b-VC-MMAE		B-cell antigen receptor complex-associated protein beta chain (CD79B)	Microtubule (MT)	Polatuzumab	Monomethyl auristatin E	Mc-Val-Cit-PABC	Diffuse large B-cell lymphoma; Approved Approval Document Hodgkin lymphoma; Phase 2 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 2 Clinical Trial Chronic lymphocytic leukemia; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.5 3D	Genentech, Inc; Chugai Pharmaceutical Co., Ltd; F. Hoffmann-La Roche Ltd; Roche Holding AG	10		NCT01287741; NCT01290549; NCT01691898; NCT02257567; NCT02600897; NCT02611323; NCT02729896; NCT03274492
DRG0QWZSI	VAL-0620	Investigative	Investigative		VAL 0620; VAL0620		Myotubularin (MTM1)		Undisclosed	Undisclosed	Undisclosed	Muscular disease (; Investigative)	Valerion Therapeutics LLC	0		
DRG0QXDTN	R4702	Investigative	Investigative		R 4702; R-4702		Tumor-associated calcium signal transducer 2 (TROP2)		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	OBI Pharma, Inc	0		
DRG0QYTLQ	IN30728	Investigative	Investigative		IN-30728; IN 30728		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Solid tumors (; Investigative)	Inxmed (Nanjing) Co., Ltd	0		
DRG0QYUVZ	MI-130004	Investigative	Investigative		MI130004; MI 130004		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT)	Trastuzumab	PM050489	6-(2,5-dioxopyrrol-1-yl)-N-Propylhexanamide Info Combination Type PM120160	Breast cancer Clinical candidate Drug-to-Antibody Ratio 1.8 3D	Pharma Mar SA	0		
DRG0QZHYU	Sirtratumab vedotin	Phase1	Phase 1 (Terminated)		AGS-15E; AGS15CSGD-1006; ASG 15E; ASG 15ME; ASG-15ME; Ha15-10ac.1vcMMAE; Ha15-10ac12vcMMAE; Sirtratumab vedotin; sirtratumab vedotin		SLIT and NTRK-like protein 6 (SLITRK6)	Microtubule (MT)	Sirtratumab	Monomethyl auristatin E	Mc-Val-Cit-PABC	Urothelial cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Agensys, Inc; Astellas Pharma Global Development, Inc; Seagen Inc	2		NCT01963052
DRG0RARRJ	MEN-1309	Phase1	Phase 1		MEN 1309; MEN-1309; MEN1309; MEN1309, OBT076; MEN1309/OBT076; OBT 076; OBT-076; OBT076		Lymphocyte antigen 75 (LY75)	Microtubule (MT)	MBH-1309	Mertansine DM4	N-succinimidyl 4-(2-pyridyldithio) butanoate (SPDB)	Breast cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.7 3D	Oxford BioTherapeutics Ltd; A. Menarini Industrie Farmaceutiche Riunite SRL	3		NCT03403725; NCT04064359
DRG0RBGQK	MHB118C	Phase1	Phase 1						Anti-IGF-1R antibody	Undisclosed	Undisclosed	Unspecific solid tumor		0		NCT07045454
DRG0RCFPY	BL-M11D1	Phase1	Phase 1		BL M11D1; BL-M11D1; BLM11D1		Myeloid cell surface antigen CD33 (CD33)	DNA topoisomerase 1 (TOP1)	Gemtuzumab	Camptothecin analogue ED04	Gly-Mal-Gly-Gly-Phe-Gly	Acute myeloid leukaemia; Phase 1 Clinical Trial Drug-to-Antibody Ratio 10	Sichuan Baili Pharmaceutical Co., Ltd; Chengdu Bailidote Biological Pharmaceutical Co., Ltd; Sichuan Biokin Pharmaceutical Co., Ltd	0		
DRG0RCHSE	SKB-315	Phase1	Phase 1		A315; SKB 315; SKB-315; SKB315		Claudin-18.2 (CLDN18.2)	DNA topoisomerase 1 (TOP1) Conjugate Type Random Cysteines General Information of The Activity Data Related to This ADC Identified from the Human Clinical Data Standard Type NCT Number Clinical Status Clinical Trial Description Undisclosed NCT05367635 Phase 1 A phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetics and preliminary efficacy of SKB315 for injection in patients with advanced solid tumors expressing claudin 18.2. Full List of Activity Data of This Antibody-drug Conjugate Identified from the Human Clinical Data Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Related Clinical Trial NCT Number NCT05367635 Clinical Status Phase 1 Clinical Description A phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetics and preliminary efficacy of SKB315 for injection in patients with advanced solid tumors expressing claudin 18.2. References Ref 1 A Phase 1 Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of SKB315 for Injection in Patients With Advanced Solid Tumors Expressing Claudin18.2	Undisclosed	Topoisomerase I inhibitor		Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 7 to 8	KLUS Pharma, Inc; Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd	1		NCT05367635
DRG0RDZIH	SAB-Y27	Investigative	Investigative		SAB Y27; SABY27		Phosphatidylserine synthase 1 (PTDSS1)		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	Syntab Therapeutics GmbH	0		
DRG0RFWQY	ADRX-0706	Phase1	Phase 1		ADRX 0706; ADRX-0706; ADRX0706		Nectin-4 (NECTIN4)	Microtubule (MT) Conjugate Type Undisclosed	Undisclosed	AP052		Breast cancer; Phase 1 Clinical Trial Cervical cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Urothelial cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8	Adcentrx Therapeutics, Inc	0		
DRG0RHAZG	Ladiratuzumab vedotin	Phase2	Phase 2		Ladiratuzumab vedotin; MK-6440; SGN-LIV1A; SGN-LIV1A, MK-6440		Zinc transporter ZIP6 (SLC39A6)	Microtubule (MT)	Ladiratuzumab	Monomethyl auristatin E	Mc-Val-Cit-PABC	Gastric cancer; Phase 2 Clinical Trial Head and neck cancer; Phase 2 Clinical Trial Lung cancer; Phase 2 Clinical Trial Melanoma; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Prostate cancer; Phase 2 Clinical Trial Drug-to-Antibody Ratio 4 3D	Seagen Inc; F. Hoffmann-La Roche Ltd; Merck Sharp & Dohme Corp	4	10.1080/13543784.2022.2042252.	NCT01969643; NCT03310957; NCT04032704
DRG0RIPVI	Becotatug vedotin	Approved	Approved (FDA): Oct, 2025	Meiyouheng	MRG 003; MRG-003; MRG003		Epidermal growth factor receptor (EGFR)	Microtubule (MT)	JMT101	Monomethyl auristatin E	Mc-Val-Cit-PABC	Breast cancer; Approved Approval Document Biliary tract cancer; Phase 2 Clinical Trial Gastric cancer; Phase 2 Clinical Trial Lung cancer; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Colorectal cancer; Phase 1 Clinical Trial Head and neck cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.8 3D	Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd	1		NCT04868344
DRG0RJKWE	STRO-001	Phase2	Phase 1/2 (Terminated)		BN301; SP-7219; SP-7675; SP-7676; STRO 001; STRO- 001; STRO-001		HLA class II histocompatibility antigen gamma chain (CD74)	Microtubule (MT)	Bezetabart	Maytansinoid derivative	Cys-12 ADC linker	Mantle cell lymphoma; Phase 2 Clinical Trial Diffuse large B-cell lymphoma; Phase 1 Clinical Trial Follicular lymphoma; Phase 1 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2 3D	Sutro Biopharma, Inc; BioNova Pharmaceuticals (Shanghai) Ltd; Piramal Pharma Solutions, Inc	0		
DRG0RLKMU	IBI343	Phase3	Phase 3						A fully humanized anti-CLDN18.2 monoclonal antibody	Exatecan		Gastric cancer		0		
DRG0RMBUN	IMGC-936	Phase2	Phase 1/2		AEX6003 (S442C)-DGN549; IMGC 936; IMGC-936; IMGC936		Disintegrin and metalloproteinase domain-containing protein 9 (ADAM9)	Microtubule (MT)	MGA021	DM21-C	Mc-Ala-Ala-Ala	Breast cancer; Phase 2 Clinical Trial Colorectal cancer; Phase 2 Clinical Trial Lung cancer; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Pancreatic cancer; Phase 2 Clinical Trial Drug-to-Antibody Ratio 2	ImmunoGen, Inc; MacroGenics, Inc	1		NCT04622774
DRG0RMWCH	SOT-102	Phase2	Phase 1/2 (Terminated)		SO- N102; SO-N102; SOT 102; SOT-102; SOT102; SOT102, SO- N102		Claudin-18.2 (CLDN18.2)	DNA topoisomerase 2-alpha (TOP2A)	Undisclosed	PNU-159682	Pentaglycine-EDA (Non-cleavable)	Pancreatic cancer; Phase 2 Clinical Trial Drug-to-Antibody Ratio 2 3D	SCTbio as	1		NCT05525286
DRG0RNICE	BIO104	Investigative	Investigative		BIO 104; BIO-104		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	Boostimmune, Inc	0		
DRG0RONXP	SIM0609	Phase1	Phase 1						Anti-CDH17 antibody	CPT116	A cleavable linker	Gastroesophageal junction adenocarcinoma		0		NCT07265921
DRG0RRDEF	Luveltamab tazevibulin	Phase3	Phase 2/3		DBCO-Alexa647-conjugated SP7219; Luveltamab Tazevibulin; Luveltamab tazevibulin; STRO 002; STRO-002; anti-FolRa ADC STRO-002; luvelta		Folate receptor alpha (FOLR1)	Microtubule (MT)	Luveltamab	SC209	Val-Cit-PABA	Acute myeloid leukaemia; Phase 2 Clinical Trial Lung cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Endometrial cancer; Phase 1 Clinical Trial Fallopian tube cancer; Phase 1 Clinical Trial Ovarian cancer; Phase 1 Clinical Trial Peritoneal cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4	Sutro Biopharma, Inc; Tasly Biopharmaceuticals Co., Ltd	1		
DRG0RRORA	AK138D1	Phase1	Phase 1						Patritumab	DXd	Mc-Ala-Ala-Ala	Unspecific solid tumor		0		NCT06730386; NCT07281326
DRG0RSBMJ	Sofituzumab vedotin	Phase1	Phase 1 (Terminated)		Anti-MUC16 ADC MMAE; Anti-MUC16 MMAE ADC; Anti-MUC16 mAb MMAE; Anti-MUC16 monoclonal antibody MMAE; Anti-MUC16 monoclonal antibody monomethyl auristatin E conjugate; Anti-MUC16 monoclonal antibody vedotin; DMUC-5754A; DMUC5754A; MMAE anti-MUC16; MMAE anti-MUC16 mAb; RG-7458; RG7458, DMUC 5754A; Sofituzumab vedotin		Mucin-16 (MUC16)	Microtubule (MT)	Anti-MUC16 Anti-ody 3A5	Monomethyl auristatin E	Mc-Val-Cit-PABC	Ovarian cancer; Phase 1 Clinical Trial Pancreatic cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3 to 4 3D	Genentech, Inc; Roche Holding AG	0		
DRG0RUAXZ	DS001	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed			0		
DRG0RVNRW	J58-PE24	Investigative	Investigative		J58 PE24; J58PE24		Glypican-3 (GPC3)	Eukaryotic elongation factor 2 (EEF2)	Anti-GPC3 mAb J58	Pseudomonas exotoxin PE24	Undisclosed General Information of The Activity Data Related to This ADC Reveale	Hepatocellular carcinoma (; Investigative)		1		
DRG0RVOYG	GenSci140	Phase1	Phase 1						Anti-FRα antibody	GSC5181	A cleavable linker	Ovarian cancer		0		NCT07251166
DRG0RWFIB	SG3-Val-Cit-MMAF8	Investigative	Investigative		SG3 vcMMAF8		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Microtubule (MT)	SG3	Monomethyl auristatin F	Mc-Val-Cit-PABC	Multiple myeloma Clinical candidate 3D	Seagen Inc	0		
DRG0RWVUF	V-DOS47	Investigative	Investigative		V DOS47; VDOS47		Vascular endothelial growth factor receptor 2 (KDR)		Undisclosed	Undisclosed	Undisclosed	Breast cancer (; Investigative)	Helix BioPharma Corp	0		
DRG0RYBMQ	SHR-A1201	Phase1	Phase 1 (Terminated)		SHR A1201; SHR-A1201; SHRA1201		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT)	Trastuzumab	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)	Breast cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.5 3D	Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	1		
DRG0RZJIL	Tamrintamab pamozirine	Phase1	Phase 1 (Terminated)		SC 003; SC-003; SC003; Tamrintamab pamozirine		Dipeptidase 3 (DPEP3)	Human Deoxyribonucleic acid (hDNA)	Tamrintamab	SC-DR002	Mc-Val-Ala-PABC	Ovarian cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 2	AbbVie, Inc; Stemcentrx, Inc	1		NCT02539719
DRG0SACUI	BB-1705	Phase2	Phase 1/2		BB-1705; BB 1705; BB1705		Epidermal growth factor receptor (EGFR)	Microtubule (MT)	Undisclosed	Eribulin	Mc-PEG2-Val-Cit-PABC	Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 2 3D	Baili Sikang Biomedicine (Hangzhou) Co., Ltd	1		NCT05217693
DRG0SALIN	SHR-7782	Phase1	Phase 1						An antibody targeting CLDN6/9	Undisclosed	Undisclosed	Unspecific solid tumor		0		NCT07123129
DRG0SARIF	HDM2020	Phase1	Phase 1						Anti-FGFR2 antibody	TOP1 inhibitor	A cleavable linker	Lung cancer		0		NCT07098052
DRG0SAXJE	IN30705	Investigative	Investigative		IN 30705; IN-30705		Prolyl endopeptidase FAP (FAP)		Undisclosed	Undisclosed	Undisclosed	Solid tumors Clinical candidate	Inxmed (Nanjing) Co., Ltd	0		
DRG0SBFHC	GR1017	Phase1	Phase 1						AimedBio	TOP1 inhibitor	A cleavable linker	Lung cancer		0		NCT06874335
DRG0SBYGM	Blinatumomab-amanitin	Investigative	Investigative		Blinatumomab amanitin		B-lymphocyte antigen CD19 (CD19); T-cell surface glycoprotein CD3 delta chain (CD3D)	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G)	Blinatumomab	Alpha-amanitin	Blinatumomab-amanitin linker Conjugate Type Site-specific conjugation through th	Burkitt lymphoma; Investigative Drug-to-Antibody Ratio 2 3D	LegoChem Biosciences, Inc	0		
DRG0SCLSY	GB-251	Phase1	Phase 1 (Terminated)		GB 251; GB-251; NBT 828; NBT-828; NBT828		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT) Conjugate Type Undisclosed Special Approval(s) Special approval (NMPA)	Undisclosed	Monomethyl auristatin E		Breast cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	NewBio Therapeutics	0		
DRG0SDGDV	C6vcMMAD	Investigative	Investigative		C6-vc-MMAD		Tumor-associated calcium signal transducer 2 (TROP2)		C6vcMMAD antibody	Undisclosed	C6vcMMAD linker	Lung cancer; Investigative Drug-to-Antibody Ratio 2	Pfizer Inc	0		
DRG0SDZSF	Lorvotuzumab mertansine	Phase2	Phase 2 (Terminated)		BB-10901; IMGN-901; IMGN-901, N901-DM1, BB-10901; IMGN-901-TAP; IMGN901 TAP; Lorvotuzumab mertansine; Monoclonal antibody huN901-DM1 conjugate; huN-901-DM1; huN-901-SPP-DM1; huN901-DM1; huN901-DM1 antibody; huN901-SPP-DM1		Neural cell adhesion molecule 1 (NCAM1)	Microtubule (MT)	Lorvotuzumab	Mertansine DM1	N-succinimidyl 4-(2-pyridyldithio) pentanoate (SPP)	Acute lymphoblastic leukemia; Phase 2 Clinical Trial Acute myeloid leukaemia; Phase 2 Clinical Trial Chronic myeloid leukemia; Phase 2 Clinical Trial Kidney cancer; Phase 2 Clinical Trial Myelodysplastic syndrome; Phase 2 Clinical Trial Rhabdomyosarcoma; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Unspecific non-hodgkin lymphoma; Phase 2 Clinical Trial Lung cancer; Phase 1 Clinical Trial Merkel cell carcinoma; Phase 1 Clinical Trial Multiple myeloma; Phase 1 Clinical Trial Ovarian cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3 to 4 3D	ImmunoGen, Inc	1	10.1016/j.clml.2018.08.018.	NCT00346255
DRG0SEAFV	PYX-201	Phase1	Phase 1		PYX 201; PYX-201; PYX201		Fibronectin (FN1)	Microtubule (MT)	Micvotabart	Auristatin 0101	Mc-Val-Cit-PABC	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Pfizer Inc; Pyxis Oncology, Inc	1		NCT05720117
DRG0SEZFV	DhuVHH6-PE38	Investigative	Investigative		Anti-CD7 nanobody based immunotoxins; Anti-CD7 nanobody based immunotoxins (Soochow University/PersonGen Biomedicine)		T-cell antigen CD7 (CD7)		Undisclosed	Undisclosed	Undisclosed	Precursor B-lymphoblastic neoplasms Clinical candidate	Medical College of Soochow University; PersonGen Biomedicine (Suzhou) Co., Ltd	0		
DRG0SGCAF	BG-C477	Phase1	Phase 1						Anti-CEA antibody	TOP1 inhibitor	A cleavable linker	Unspecific solid tumor		0		NCT06596473
DRG0SGUGL	Ispectamab debotansine	Phase1	Phase 1 (Terminated)		Anti-BCMA antibody drug conjugate; BMS-986352; BMS-986352, CC-99712, SP8919; CC 99712; CC-99712; Ispectamab debotansine; SP8919		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Microtubule (MT)	Ispectamab	Maytansinoid derivative	Cys-12 ADC linker	Multiple myeloma; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4 3D	Sutro Biopharma, Inc; Celgene Corp; Bristol Myers Squibb Co	0		
DRG0SGXZO	huHEA125-amanitin4	Investigative	Investigative		huHEA125 Amanitin4		Epithelial cell adhesion molecule (EPCAM)	DNA-directed RNA polymerase II subunit RPB2 (POLR2B); DNA-directed RNA polymerase III subunit RPC7 (POLR3G)	huHEA125	Beta-amanitin	huHEA125-Amanitin4 linker Conjugate Type Random conjugation through nucleophilic	Breast cancer; Investigative Cholangiocarcinoma; Investigative Colon adenocarcinoma; Investigative Pancreatic ductal adenocarcinoma; Investigative Drug-to-Antibody Ratio 3	Heidelberg Pharma AG	1		
DRG0SHGPV	PF-06647263	Phase1	Phase 1 (Terminated)		Anti-EFNA4-ADC; Anti-EFNA4-monoclonal-antibody-calicheamicin-conjugate; PF 6647263; PF-06647263; PF06647263; PF-0667263; PF 0667263; PF0667263		Ephrin-A4 (EFNA4)	Human Deoxyribonucleic acid (hDNA)	Anti-EFNA4 mAb huE22	N-acetyl-gamma-calicheamicin	AcButDMH	Breast cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 4.6 3D	Pfizer Inc	2		NCT02078752
DRG0SHZAQ	BCG034	Phase1	Phase 1						Anti-B7H3/PTK7 bsAb	BCPT02	Hydrophilic, protease-cleavable linker	Solid tumor		0		NCT07503808
DRG0SIMLV	ESG-401	Phase3	Phase 3		ESG 401; ESG-401; Humanized anti-Trop2-SN38 antibody conjugate; Humanized mAb anti-TROP-2 program; STI- 3258; STI-3258		Tumor-associated calcium signal transducer 2 (TROP2)	DNA topoisomerase 1 (TOP1) Conjugate Type Undisclosed General Information of The Activity Data Related to This ADC Identified from the Human Clinical Data Standard Type NCT Number Clinical Status Clinical Trial Description Objective Response Rate (ORR) NCT04892342 Phase 1/2 An open-label, multiple dose, dose escalation and cohort expansion phase 1/2 study to investigate the safety, tolerability, pharmacokinetics and antitumor activities of ESG401 in Subjects with locally advanced/metastatic solid tumors. Full List of Activity Data of This Antibody-drug Conjugate Identified from the Human Clinical Data Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Efficacy Data Objective Response Rate (ORR) 36.40% Patients Enrolled Patients (pts) aged 18 years with locally advanced/metastatic solid tumors refractory to/relapsed. Administration Dosage Treated with 1 dose of ESG401 during escalation at doses of 2-20 mg/kg once Q3W (Regimen A), or 12-16 mg/kg D1,8,15 in a 4-week cycle (Regimen B). Related Clinical Trial NCT Number NCT04892342 Clinical Status Phase 1/2 Clinical Description An open-label, multiple dose, dose escalation and cohort expansion phase 1/2 study to investigate the safety, tolerability, pharmacokinetics and antitumor activities of ESG401 in Subjects with locally advanced/metastatic solid tumors. References Ref 1 Preliminary results from a first-in-human study of ESG401, a trophoblast cell-surface antigen 2 (TROP2) antibody drug conjugate (ADC), in patients with locally advanced/metastatic solid tumors. J Clin Oncol. 2023 41:16_suppl, 1100-1100.	A humanized IgG1 monoclonal antibody	Active metabolite of irinotecan SN38		Breast cancer; Phase 3 Clinical Trial Oral cavity cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 8 3D	Shanghai Escugen Biotechnology	1		NCT04892342
